Cell Type	Z-score	Cluster
Pericyte	-0.16149622801346117	14
Aged memory B cell	-0.16149622801346117	14
Double-negative memory B cell	-0.16149622801346117	14
Non class-switched memory B cell	-0.16149622801346117	14
Plasmablast B cell	-0.16149622801346117	14
Plasmablast like cell	-0.16149622801346117	14
Double-negative B cell	-0.16149622801346117	14
Multipotent mesenchymal stroma cell	-0.16149622801346117	14
Pro-B cell	-0.16149622801346117	14
Lymphoid cell	-0.16149622801346117	14
Switched memory B cell	-0.16149622801346117	14
Terminal differentiated B cell	-0.16149622801346117	14
T2 (Transitional) B cell	-0.16149622801346117	14
Circulating activated B cell	-0.16149622801346117	14
CD27+ memory B cell	-0.16149622801346117	14
Peripheral blood mononuclear cell (PBMC)	-0.16149622801346117	14
Mesothelial cell	-0.16151846502093334	14
Myofibroblast	-0.16151846502093334	14
Interneuron	-0.16172092238437927	14
Naive CD8+ T cell	-0.16183128174640868	14
Activated effector cell	-0.1619060389547915	14
Sinusoidal endothelial cell	-0.162053950030894	14
Monocyte-derived dendritic cell	-0.162053950030894	14
Atypical B cell(ABC)	-0.16219728404628128	14
Oocyte	-0.1625533796921432	14
CD34+ pre-B cell	-0.16258685297284753	14
Pit progenitor cell	-0.16263010547162352	14
CLEC10A+ dendritic cell	-0.1627096335529018	14
Blood cell	-0.1627096335529018	14
Immune oligodendroglial cell(imOLG)	-0.1627096335529018	14
CLEC9A+ dendritic cell	-0.1627096335529018	14
Lake et al.Science.Ex8	-0.16276751556858415	14
Epithelial hair follicle stem cell	-0.1628376295011178	14
Adipose-derived stem cell	-0.1628376295011178	14
Corneal endothelial cell	-0.1628376295011178	14
Bulge stem cell	-0.1628376295011178	14
Adipose-derived stromal cell	-0.1628376295011178	14
Portal vein epithelial cell	-0.1628376295011178	14
Dermal cell	-0.16338117197456148	14
Multipotent progenitor cell	-0.16360689066621267	14
Dividing plasma B cell	-0.16397744602180064	14
Conventional dendritic cell(cDC)	-0.1640211539711448	14
Cardiac precursor cell	-0.16422624141259765	14
Cardiomyocyte	-0.16422624141259765	14
Neural progenitor cell	-0.16422624141259765	14
Smooth muscle cell	-0.16422624141259765	14
CCR7+ dendritic cell	-0.16425219919505113	14
Activated tissue resident memory CD8+ T cell	-0.16431092493009164	14
Follicular cytotoxic CD8+ T cell	-0.16431092493009164	14
Exhausted CD8+ T progenitor cell	-0.16431092493009164	14
Follicular regulatory T(Tfr) cell	-0.16431092493009164	14
T follicular helper cell	-0.16431092493009164	14
Tissue resident memory CD8+ T cell	-0.16431092493009164	14
Effector memory T cell	-0.16431092493009164	14
Activated effector memory CD8+ T cell	-0.16431092493009164	14
Follicular T helper-like memory cell	-0.16431092493009164	14
Myeloid dendritic cell 1	-0.1645603040129327	14
Granulocyte-monocyte progenitor	-0.1647317747881115	14
Liver bud hepatic cell	-0.1649312083271095	14
CD4+ T helper 17 cell	-0.1650268629350853	14
CD8+ T helper 17 cell	-0.1650268629350853	14
Type 17 T cell	-0.1650268629350853	14
Effector memory CD4 T cell	-0.1650268629350853	14
T helper17 (Th17) cell	-0.1650268629350853	14
CD1C+_B dendritic cell	-0.16541932438358334	14
DCLK1+ progenitor cell	-0.16551397754807423	14
Monocyte progenitor cell	-0.1655329179763012	14
Conventional dendritic cell 1(cDC1)	-0.1655329179763012	14
4-cell stage cell (Blastomere)	-0.1658970354809148	14
Spermatogonial cell	-0.16623867318923194	14
Basal cell	-0.16636273682847438	14
Neuroendocrine cell	-0.1673424538551965	14
Brush cell (Tuft cell)	-0.1673424538551965	14
Epithelial cell	-0.1673424538551965	14
Early T cell progenitor (ETP)	-0.16759767114733706	14
Regulatory T(Treg) cell	-0.16761192915062115	14
CD8+ mucosal-associated invariant T cell(CD8+ MAIT)	-0.16764093750134787	14
CD16+ monocyte	-0.16784003867581737	14
CD56bright Natural killer cell	-0.16789089447636724	14
Fetal myoblast	-0.16789089447636724	14
Activated langerhans cell	-0.16802338660939287	14
Villous cytotrophoblast	-0.16809334990652458	14
1-cell stage cell (Blastomere)	-0.16825371683873902	14
Acinar cell	-0.16858481522435742	14
Gonadal mitotic phase fetal germ cell	-0.16861871608405288	14
Angiogenic T cell	-0.16879655720621306	14
Tip cell	-0.16879655720621306	14
M2 macrophage	-0.16879655720621306	14
Globose basal cell	-0.16879655720621306	14
Artery cell	-0.16879655720621306	14
Endocrine progenitor cell	-0.16879655720621306	14
Limbal epithelial stem cell	-0.16879655720621306	14
Effector memory CD8+ T cell	-0.16879655720621306	14
Pancreatic stem cell	-0.16879655720621306	14
Red blood cell (erythrocyte)	6.470495103131976	15
Erythroid cell	2.037456545057965	15
Intercalated cell	0.36836137644569406	15
Erythroid lineage cell	0.07742353640631672	15
Follicular B cell	-0.05871789479420514	15
Microglial cell	-0.10631917633244886	15
Erythroblast	-0.11237765482348541	15
Natural killer T (NKT) cell	-0.13030028989207487	15
Mitotic arrest phase fetal germ cell	-0.15427672447286758	15
Liver bud hepatic cell	-0.15957630795381553	15
B cell	-0.1676571062018238	15
SLC16A7+ cell	-0.1903173722036669	15
Ciliated cell	-0.19111696411841567	15
Parietal progenitor cell	-0.19111696411841567	15
Hematopoietic cell	-0.19111696411841567	15
Erythrocyte	-0.192958284006031	15
Mitotic fetal germ cell	-0.19441805117016298	15
Epithelial cell	-0.19531361614866888	15
Blood cell	-0.19563175452839784	15
Early-erythroblast	-0.19980282679967773	15
Coloncyte	-0.2011040038236159	15
Erythroid progenitor cell	-0.2011040038236159	15
Monocyte	-0.20591046971422347	15
MK/eryth cell	-0.20605089818533825	15
Astrocyte	-0.20622831026750854	15
Acinar cell	-0.2081414338993157	15
Nephron epithelial cell	-0.2094221901386416	15
Type A intercalated cell	-0.2094221901386416	15
Non PT tubular cell	-0.2094221901386416	15
Meiotic prophase fetal germ cell	-0.21170708331168892	15
Sertoli cell	-0.2157605440064198	15
Mast cell	-0.2157605440064198	15
Neutrophil	-0.22018131833373356	15
Paneth cell	-0.22018131833373356	15
FGFR1HighNME5- epithelial cell	-0.22076249346746335	15
Retinoid acid signaling-responsive fetal germ cell	-0.22114193929143589	15
CD1C-CD141- dendritic cell	-0.22114193929143589	15
CD8+ T cell	-0.22209602932017486	15
Naive B cell	-0.22381838893984218	15
Oogenesis phase fetal germ cell	-0.22496190347972342	15
Early erythrocyte	-0.22496190347972342	15
Ionocyte cell	-0.22570271416180127	15
Lymphoid-primed multipotent progenitor cell(LMPP)	-0.22570271416180127	15
Gonadal mitotic phase fetal germ cell	-0.22611578450513378	15
1-cell stage cell (Blastomere)	-0.22707293608632437	15
Oocyte	-0.22863970795504077	15
CD141+CLEC9A+ dendritic cell	-0.230067885699313	15
Endothelial cell	-0.230067885699313	15
Gonadal endothelial cell	-0.230067885699313	15
Retinal ganglion cell	2.826856460028732	2
Neuron	1.6079206997367366	2
Ciliated cell	0.980743446464772	2
Mitotic arrest phase fetal germ cell	-0.37548502366328973	2
Sertoli cell	-0.3770148405842152	2
Alpha cell (α cell)	-0.4443012974240728	2
Caudal cortex cell	-0.44474687783322786	2
Panneuron	-0.44474687783322786	2
Leydig precursor cell	-0.44474687783322786	2
SLC16A7+ cell	-0.45243232514410425	2
Natural killer T (NKT) cell	-0.4825469386516014	2
Meiotic prophase fetal germ cell	-0.48737488681581836	2
Epithelial cell	-0.48737488681581836	2
Ciliated epithelial cell	-0.48737488681581836	2
Multiciliated cell	-0.48737488681581836	2
T follicular helper(Tfh) cell	4.044059660777507	3
Meiotic prophase fetal germ cell	0.4095689369646229	3
Natural killer T (NKT) cell	0.044543794757764904	3
SLC16A7+ cell	0.032674003372844165	3
Mitotic arrest phase fetal germ cell	-0.04338392033352369	3
Oligodendrocyte	-0.24893267798516966	3
Sustentacular cell	-0.24893267798516966	3
Smooth muscle cell	-0.2903132579747503	3
Leydig precursor cell	-0.2903132579747503	3
Endothelial cell	-0.2903132579747503	3
Subpallium cell	-0.2903132579747503	3
Lake et al.Science.In2	-0.29078018387608734	3
Regulatory T (Treg) cell	-0.29078018387608734	3
Plasmacytoid dendritic cell	-0.35292082695348487	3
Oligodendrocyte progenitor cell	-0.35292082695348487	3
Microglial cell	-0.38499916795968653	3
Multilymphoid progenitor cell	-0.38499916795968653	3
OxPhos monocyte	-0.38499916795968653	3
Oogenesis phase fetal germ cell	-0.38594456213167294	3
Monocyte	15.220408948301948	4
Macrophage	7.9470517735188455	4
Microglial cell	6.294348696142681	4
Myeloid cell	4.109283857298736	4
Neutrophil	3.642819929838967	4
Dendritic cell	2.384328853528959	4
Astrocyte	1.5654239791142635	4
B cell	1.3311389826469777	4
Endothelial cell	1.0345363037883148	4
Paneth cell	0.9247885784787164	4
Classical monocyte	0.854949884215174	4
M1 macrophage	0.7425188632043763	4
CD14+ monocyte	0.7319224613838698	4
M2 macrophage	0.7218521773699479	4
CD1C-CD141- dendritic cell	0.6690372733158116	4
Natural killer T (NKT) cell	0.6550483295259194	4
Fibroblast	0.6284934958587397	4
Natural killer cell	0.3490837775625917	4
Intermediate monocyte	0.3456835733668878	4
Oligodendrocyte	0.3406509199246679	4
Kupffer cell	0.3215775520619125	4
Mesenchymal stem cell	0.31567950664574207	4
CD16+ monocyte	0.2954674382174645	4
Oogenesis phase fetal germ cell	0.21732259502578907	4
Oligodendrocyte progenitor cell	0.2155736981187557	4
Mitotic arrest phase fetal germ cell	0.20670908538982735	4
Monocyte-derived macrophage	0.18877134192950157	4
Plasmacytoid dendritic cell(pDC)	0.18403004258591024	4
Gonadal endothelial cell	0.18181979494205694	4
CD1C+_B dendritic cell	0.17218617105521014	4
Multilymphoid progenitor cell	0.155864654929873	4
Leukocyte	0.14381239372412832	4
Non-classical monocyte	0.1395059056916083	4
Immune cell	0.12929188031694996	4
Mitotic fetal germ cell	0.12186317561186334	4
Mesenchymal cell	0.11968255026995674	4
Neuron	0.11796147568726965	4
SLC16A7+ cell	0.11174695927272818	4
Mesenchymal stromal cell	0.10788650653442285	4
Monocyte-derived dendritic cell	0.10624095373417361	4
Granulocyte	0.10266508031771324	4
Antigen-presenting cell	0.09151778723507843	4
Meiotic prophase fetal germ cell	0.09113356149002405	4
Sertoli cell	0.08812951895608541	4
Cancer stem cell	0.08263681723525958	4
Oligodendrocyte precursor cell	0.07184287530282617	4
Tumor‐associated macrophage (TAM)	0.07067953005311085	4
Monocyte Myeloid-derived suppressor cell (M-MDSC)	0.05876297494559377	4
Mononuclear phagocyte	0.05595434291995443	4
Cardiomyocyte	0.05523816237215423	4
Natural killer T(NKT) cell	0.04363553471296461	4
Histiocyte	0.04322947601474662	4
Mast cell	0.03216638395356286	4
Myeloid derived suppressor cell (MDSC)	0.01683958423177347	4
Dendritic cell lineage	0.008865596257750364	4
Progenitor cell	0.0025273063814500968	4
Leydig cell	-0.0019487470874326304	4
Granulocyte-monocyte progenitor	-0.0025896395214636504	4
Megakaryocyte	-0.002916553213676033	4
Liver bud hepatic cell	-0.003611765994513021	4
CD14 monocyte	-0.0043018491678377905	4
Neutrophil progenitor cell	-0.005116762629960847	4
Ionocyte cell	-0.006874253295030434	4
Prehypertrophic chondrocyte	-0.011377888442784295	4
Alveolar macrophage	-0.01659206892458651	4
Ciliated cell	-0.018094863889654783	4
CD14+CD16+ monocyte	-0.022999084319823452	4
Excitatory neuron	-0.02698697442676077	4
Granulosa cell	-0.030788102357732088	4
Naive B cell	-0.032216407860906064	4
Epithelial cell	-0.03303328973822136	4
Acinar cell	-0.03866824419527307	4
Trophectoderm cell	-0.04113290073025807	4
Mature dendritic cell	-0.048209393648391385	4
Stem cell	-0.049007761596572504	4
Basal cell	-0.054151320285286776	4
Secretory cell	-0.05713004032320711	4
Hematopoietic stem cell	-0.06064562139323278	4
Ciliated epithelial cell	-0.06129183568160487	4
Delta cell	-0.0642427892414415	4
Conventional dendritic cell 2(cDC2)	-0.06455660168223712	4
T cell	-0.06614409186781997	4
CD4+ T cell	-0.06651304412681261	4
Adipose-derived stem cell	-0.06685443743596822	4
Enterocyte	-0.06715245291520128	4
Hepatocyte	-0.07048929441120122	4
Plasmacytoid dendritic cell	-0.07515609200986323	4
Memory T cell	-0.07928597232150557	4
Migration phase fetal germ cell	-0.0799032138097707	4
Neural progenitor cell	-0.08247023793853835	4
Podocyte	-0.08329848272089745	4
CD141+CLEC9A+ dendritic cell	-0.08439142495060466	4
Alpha cell (α cell)	-0.08526912736351071	4
Gonadal mitotic phase fetal germ cell	-0.08546776648441164	4
Leydig precursor cell	-0.08747299105684196	4
Retinal pigment epithelial cell	-0.08763597809734082	4
Myoblast	-0.09102556904336757	4
Fibrocartilage chondrocyte	-0.09151351139120255	4
Retinoid acid signaling-responsive fetal germ cell	-0.09163042498083997	4
Secretory progenitor cell	-0.09275148710883357	4
Activated microglial cell	-0.09364701719578042	4
Pan-macrophage	-0.09364701719578042	4
Memory CD4+ T cell	-0.09513199645435134	4
Vascular endothelial cell	-0.09604582852747687	4
Enterocyte progenitor cell	-0.09754898299686571	4
Spermatogonial stem cell	-0.10141248780604967	4
Homeostatic chondrocyte	-0.10176982915323353	4
FGFR1HighNME5- epithelial cell	-0.10207087472270675	4
AXL+SIGLEC6+ dendritic cell	-0.10325428527564828	4
Follicular helper (Tfh) T cell	-0.10545360272297863	4
Lymphoid-primed multipotent progenitor cell(LMPP)	-0.10716009637442941	4
Spermatogonial cell	-0.10779724812945757	4
Type 3 dendritic cell (DC3)	-0.11045516113918549	4
Melanocyte	-0.11075157576927808	4
CD1C+_A dendritic cell	-0.11343155387282855	4
Exhausted CD4+ T cell	-0.11378015177097152	4
Activated T cell	-0.12140376419188824	4
Follicular B cell	-0.12369555699126579	4
DCLK1+ progenitor cell	-0.12390858732409343	4
Brush cell (Tuft cell)	-0.12949467843173745	4
Neuroendocrine cell	-0.12949467843173745	4
Eosinophil	-0.13026619992362645	4
Monocyte derived dendritic cell	-0.13444468428659967	4
Effector CD8+ memory T (Tem) cell	-0.1359672010093562	4
Vasculature cell	-0.136387098815292	4
Activated endothelial cell	-0.136387098815292	4
Cytotoxic CD4+ T cell	-0.14286250224942848	4
Hematopoietic cell	-0.1497648069372586	4
Extratelencephalic(ET) cell	-0.1509477852389771	4
Myeloid dendritic cell	-0.1518402631407664	4
Lake et al.Science.Ex8	-0.15468098414640066	4
Epiblast cell	-0.1561806756575131	4
Primitive endoderm cell	-0.15631657192145132	4
Natural regulatory T cell	-0.15928130189121156	4
Glial cell	-0.16053727079946126	4
Activated memory B cell	-0.1613785380798765	4
Polymorphonuclear myeloid-derived suppressor(PMN-MDSC) cell	-0.16250183285389339	4
Beta cell(β cell)	-0.1625528343908523	4
MKI67+ progenitor cell	-0.1628109720830328	4
CLEC9A+ dendritic cell	-0.16467879709609473	4
FOXN4+ cell	-0.16477970917574902	4
Memory B cell	-0.16560951886492084	4
Blood cell	-0.16565768319091054	4
Stromal cell	-0.1662088093680015	4
Hofbauer cell	-0.16643295392429056	4
Pericyte	-0.16725275083660124	4
Cardiosphere-derived cell	-0.16726190067572652	4
Meyloid cell	-0.16726850042822444	4
Pan monocyte	-0.16819075965692884	4
Myofibroblast	-0.16834576435875903	4
Monocyte progenitor cell	-0.1694678367028464	4
Granulocytic-UNK	-0.16953818490484196	4
Immature B cell	-0.16966399035199234	4
Morula cell (Blastomere)	-0.16996555618764356	4
CLEC10A+ dendritic cell	-0.17063476225031912	4
Circulating fetal cell	-0.1718742391119036	4
Multipotent progenitor cell	-0.17311221170011398	4
Regulatory chondrocyte	-0.17439702526056952	4
Embryonic stem cell	-0.17441285074064278	4
Naive CD8+ T cell	-0.17459005672588107	4
Pro-inflammatory macrophage	-0.17486283756390697	4
Conventional dendritic cell 2-B (cDC2-B)	-0.17523033012139583	4
CD16 monocyte	-0.1759862359999819	4
Pelvic epithelial cell	-0.17607071549196276	4
Neuroepithelial cell	-0.17616455997073652	4
Myeloid-derived suppressor cell	-0.1766523466744871	4
Conventional dendritic cell 1(cDC1)	-0.1766887387068723	4
AXL+ SIGLEC6+ dendritic cell	-0.17704167026580697	4
Tissue resident memory T(TRM) cell	-0.17763575439092064	4
Regulatory T (Treg) cell	-0.17827325238152342	4
CD8+ T cell	-0.1783094787502045	4
Intermediate monocyte cell	-0.17835410350588468	4
Regulatory T(Treg) cell	-0.17866791261294362	4
Goblet cell	-0.1788966147791875	4
Proliferative chondrocyte	-0.17911303103566767	4
M1 microglial cell	-0.17923282936435	4
FGFR1LowNME5- epithelial cell	-0.17940292882653877	4
Pit progenitor cell	-0.17978957304704196	4
Mature B cell	-0.18005049983534963	4
Red blood cell (erythrocyte)	-0.18016850813543753	4
Inflammatory dendritic cell	-0.1801958643569612	4
Immature neutrophil	-0.18079611578776092	4
Naive human pluripotent stem cell	-0.18080608064536882	4
Effector memory T cell	-0.18118790379781874	4
Immature myeloid cell	-0.1818450475087161	4
Monocytic myeloid-derived suppressor cell	-0.1818450475087161	4
Suppressive monocyte	-0.1818450475087161	4
CD16+ dendritic cell	-0.1818450475087161	4
Venous cell	-0.18207766986105237	4
Hepatic cell	-0.18219163201586797	4
Early response secretory cell	-0.18238864449538514	4
Interneuron	-0.18259428146254117	4
Cancer cell	-0.18362221320642863	4
Effector chondrocyte	-0.18365641718703435	4
Effector memory CD4+ T cell	-0.18372514121972833	4
Innate lymphoid cell	-0.18429762295430496	4
Polymorphonuclear neutrophil(PMN)	-0.18472482211897245	4
Myeloid conventional dendritic cell	-0.18480767978871723	4
Ductal cell	-0.18541150247521024	4
Tissue resident macrophage	-0.18548754954774285	4
Cardiac progenitor cell	-0.18591483907443074	4
Hepatic stellate cell	-0.18618377502804792	4
Germinal center cell	-0.18624911830852883	4
Follicular cell	-0.18624911830852883	4
T helper cell	-0.18632938716506603	4
Myeloid progenitor cell	-0.186372422566249	4
Lake et al.Science.Ex6	-0.18744413314430536	4
Homeostatic microglial cell	-0.18753261223142687	4
Macrophage-dendritic cell progenitor cell	-0.18770441879256364	4
Monocyte-dendritic cell progenitor cell	-0.18770441879256364	4
Capillary cell	-0.18779605390037996	4
Dorsal medial ganglionic eminence precursor cell	-0.1881409682748649	4
Mature neutrophil	-0.18820129235584954	4
Atypical B cell(ABC)	-0.18821817753598008	4
Macroglial cell	-0.18877091067055923	4
Activated CD4+ T cell	-0.18877770718537862	4
Haematopoietic cell	-0.18877770718537862	4
Inflammatory monocyte	-0.18877770718537862	4
Circulating progenitor cell	-0.18877770718537862	4
CD14+ monocyte-derived macrophage	-0.18877770718537862	4
Platelet	-0.18877770718537862	4
Monocyte lineage	-0.18877770718537862	4
CD14+ macrophage	-0.18877770718537862	4
CD14+ endothelial progenitor cell	-0.18877770718537862	4
Bone marrow stem cell	-0.18877770718537862	4
CD14+ CD1c+ dendritic cell	-0.18877770718537862	4
Urine-derived stem cell	-0.18877770718537862	4
Effector T(Teff) cell	-0.18877770718537862	4
Multipotent mesenchymal stroma cell	-0.18877770718537862	4
Hematopoietic precursor cell	-0.18877770718537862	4
Dental pulp stem cell	-0.18877770718537862	4
CD14++CD16- monocyte	-0.18877770718537862	4
Fully activated dendritic cell	-0.18877770718537862	4
Microglia‐like cell	-0.18891860230757906	4
Lake et al.Science.Ex4	-0.18918482564028544	4
Limbal stem cell	-0.18942045966879048	4
Pre-dendritic cell	-0.18948176658343846	4
LGR5+ stem cell	-0.1895284346551944	4
Airway basal cell	-0.18997606013501234	4
Dorsal lateral ganglionic eminence precursor cell	-0.18997606013501234	4
Sensory neuron	-0.18997606013501234	4
Neural stem cell	-0.19004437851655853	4
Neutrophil lineage	-0.19008251031121937	4
Oligodendrocyte‐like cell	-0.19031875066496945	4
1-cell stage cell (Blastomere)	-0.19058446018592784	4
F-Pericyte	-0.19072622822089236	4
Inflammatory Dendritic Epidermal Cell (IDEC)	-0.1907448326264758	4
Reticular fibroblast	-0.1907448326264758	4
Preadipocyte	-0.1907448326264758	4
Stem-cell-derived-alpha cell	-0.1907448326264758	4
Urothelium cell	-0.19076750410533197	4
Developing nephron	-0.19076750410533197	4
Syncytiotrophoblast	-0.19076750410533197	4
Enteroendocrine cell	-0.1908087312881632	4
Border-associated macrophage	-0.19080944401370928	4
M2c macrophage	-0.19080944401370928	4
Tissue migratory CD4+ T  cell (TMC)	-0.19088763082759053	4
Granulocyte-monocyte progenitor cell(GMP)	-0.19089130261592124	4
MPO granulocyte	-0.19089130261592124	4
Vascular smooth muscle cell(VSMC)	-0.19089616553997532	4
Human-induced pluripotent stem cell (iPSC)	-0.19110440109977828	4
Adipose-derived stromal cell	-0.19110440109977828	4
Corneal epithelial cell	-0.1911673556543825	4
Venular endothelial cell	-0.1914829632003538	4
Lake et al.Science.Ex2	-0.19149252631858968	4
Lake et al.Science.In7	-0.19153870678749532	4
Septum transversum mesenchyme cell	-0.1915942258387074	4
Artery cell	-0.19160293599423564	4
Tuft progenitor cell	-0.19160838451112314	4
Activated effector cell	-0.19165344542980212	4
Corneocyte-like cell	-0.19178277147514952	4
Adipocyte	-0.19182823276407907	4
Adipocyte progenitor cell	-0.19182823276407907	4
lmmLeydig cell	-0.19182823276407907	4
T peripheral helper(Tph) cell	-0.1919937002925733	4
Dendritic cell 2A	-0.19202983238745822	4
CAR-T cell	-0.1921917728633254	4
Demyelinating microglial cell	-0.19220405603484605	4
Activated macrophage	-0.19220405603484605	4
Demyelinating macrophage	-0.19220405603484605	4
M0 macrophage	-0.19220405603484605	4
Infiltrated mononuclear cell	-0.19220405603484605	4
Innate lymphoid cell (ILCs)	-0.19220658851848244	4
Podocyte precursor	-0.19220658851848244	4
Collecting duct & Ureteric Bud cell	-0.19220760010369775	4
Neural crest-derived cell	-0.1923193955259118	4
White blood cell	-0.1923800241386405	4
Squamous cell	-0.1924008631461351	4
Pre-conventional dendritic cell	-0.19245862716546416	4
Naive progenitor cell	-0.19245862716546416	4
Conventional dendritic cell 2-A (cDC2-A)	-0.19245862716546416	4
Axl+ CD11c+ Plasmacytoid dendritic cell (CD11c+ Axl+DC)	-0.19245862716546416	4
Granulocytic myeloid-derived suppressor cell(G-MDSC)	-0.19245862716546416	4
Polymorphonuclear myeloid-derived suppressor cell	-0.19245862716546416	4
Conventional dendritic cell	-0.19245862716546416	4
Dendritic cell progenitor	-0.19245862716546416	4
Transitional dendritic cell	-0.19245862716546416	4
Goblet progenitor cell	-0.19248296173579085	4
CD16+ dendritic cell (CD16+ DC)	-0.19252240201944826	4
Oocyte	-0.19253659628902356	4
CD4+ cytotoxic T1 cell	-0.19254140307909523	4
Lymphoblastoid cell	-0.19256727967143225	4
Exausted T(Tex) cell	-0.19256727967143225	4
Mid radical glial cell	-0.19272347394427547	4
Germinal center B cell	-0.1928367916340322	4
Effector CD8+ T cell	-0.1929538841874113	4
Memory T-cell	-0.1929538841874113	4
Central memory T cell	-0.1929538841874113	4
Smooth muscle cell	-0.19304295493061865	4
Hypertrophic chondrocyte	-0.19304295493061865	4
Cardiac precursor cell	-0.19304295493061865	4
Nephron epithelial cell	-0.19313699167317172	4
Distal tubular cell	-0.19313699167317172	4
OxPhos monocyte	-0.19316226115790855	4
Germ cell	-0.1931658195047418	4
Spermatogenic cell	-0.1931658195047418	4
Crypt cell	-0.19317297101321268	4
Non-β endocrine cell	-0.19321859718349108	4
Activated langerhans cell	-0.1932410803103437	4
Migratory langerhans cell	-0.1932410803103437	4
CCR7+ dendritic cell	-0.1932410803103437	4
Effector CD8 T cell	-0.1932656004944309	4
Resident memory T cell	-0.19327033726371623	4
Medial and distal segment cell	-0.19336661936556385	4
Lateral ganglionic eminence cell	-0.19361665440099388	4
Subpallium cell	-0.19361665440099388	4
Mesothelial cell	-0.1937637821555358	4
Müller glial cell	-0.19385761059602893	4
Lake et al.Science.In3	-0.19386247547597082	4
Normal cell	-0.19386849120034563	4
Ventral lateral ganglionic eminence precursor cell	-0.1939156007159977	4
Endometrial stem cell	-0.19392085736028344	4
Immune oligodendroglial cell(imOLG)	-0.1939869597208534	4
Activated B cell	-0.1939869597208534	4
Interferon responsive secretory cell	-0.19400576323582375	4
Germline stem cell	-0.19400576323582375	4
Germinal stem cell	-0.19400576323582375	4
Pancreatic polypeptide cell	-0.1941207870465845	4
Effector CD4+ T cell	-0.1941365495470678	4
Megakaryocyte progenitor cell	-0.19415950775908822	4
Classical dendritic cell a(cDCa)	-0.19423615900538918	4
Age-associated B cell	-0.19423615900538918	4
Hematopoietic progenitor cell	-0.1942932503948738	4
Nephron progenitor cell	-0.1943332582771961	4
Basal epithelial cell	-0.19455384350870797	4
Mesoderm cell	-0.19466137450856147	4
Secretory transient-amplifying cell	-0.1946767337049624	4
Intermediate progenitor cell	-0.1946767337049624	4
Innate Lymphoid cell	-0.1946767337049624	4
Foam cell	-0.19470173171246044	4
Damage-associated transient progenitor cell	-0.19486659643630783	4
Fat cell	-0.19487240679245443	4
Parietal progenitor cell	-0.19509893381577892	4
Immunosuppressive neutrophil	-0.19509893381577892	4
Mono-macrophage	-0.19510200534211705	4
vasa recta Endothelial cell (ECvr)	-0.19510901563548252	4
Lymphatic endothelial cell	-0.19510901563548252	4
Late endothelial cell	-0.19510901563548252	4
Lymphatic cell	-0.19510901563548252	4
Mature endothelial cell	-0.19510901563548252	4
Vascular cell	-0.19510901563548252	4
glomerular Endothelial cell (ECg)	-0.19510901563548252	4
Foetal endothelial cell	-0.19510901563548252	4
Truncated radial glial cell	-0.19523372050451876	4
Distal cell	-0.1952598930226931	4
Early CD34+ megakaryocyte-erythroid progenitor cell	-0.19541240064245763	4
CD34+ megakaryocyte-erythroid progenitor cell	-0.19541240064245763	4
Proximal stem cell	-0.19543643850459183	4
Dividing T cell	-0.1954613213102933	4
Plasmablast	-0.1954613213102933	4
Conventional dendritic cell(cDC)	-0.1954987726515582	4
A2 astrocyte	-0.19549986540612083	4
Exhausted T(Tex) cell	-0.19551188629307578	4
T helper 2(Th2) cell	-0.19551188629307578	4
Somatic cell	-0.1955931493274261	4
Radial glial cell	-0.1955931493274261	4
Epicardium-derived cell	-0.1955931493274261	4
Interstitial cell	-0.1955931493274261	4
Pretubular aggregate cell	-0.1956199551620983	4
T helper 17(Th17) cell	-0.19564533828392133	4
Early T cell progenitor (ETP)	-0.19569752293746323	4
Pan-endothelial cell	-0.19579946342296867	4
Extravillous trophoblast	-0.19579946342296867	4
4-cell stage cell (Blastomere)	-0.1960318575231885	4
Dermal cell	-0.1960582385390116	4
Neurogenic retinal progenitor cell	-0.1961148241358886	4
Pit cell	-0.19613173180872986	4
Endocardial cell	-0.1961711335613959	4
Panvascular cell	-0.1961711335613959	4
Cortical neuron	-0.1962742485575776	4
Upper layer cell	-0.1962742485575776	4
Naive CD4+ T cell	-0.19631908278885046	4
Monocyte	14.284321492552843	5
Macrophage	9.92740044243863	5
Microglial cell	8.537919533227381	5
Dendritic cell	4.626073602411865	5
Myeloid cell	4.037310496212723	5
B cell	2.2067622595555845	5
Neutrophil	2.0260789155668233	5
Astrocyte	1.8408429183222685	5
Endothelial cell	1.7398734056337573	5
Natural killer cell	1.2916120939923958	5
CD1C-CD141- dendritic cell	1.1363688094279905	5
Paneth cell	1.1355433555925227	5
Natural killer T (NKT) cell	0.9924241868758392	5
Plasmacytoid dendritic cell(pDC)	0.9846906451818549	5
M1 macrophage	0.978726497399722	5
M2 macrophage	0.9548616491654841	5
Conventional dendritic cell 2(cDC2)	0.8135021595556292	5
CD14+ monocyte	0.5633030833189321	5
CD16+ monocyte	0.5383322193420443	5
Classical monocyte	0.4993442722188741	5
Fibroblast	0.4921242727324288	5
T cell	0.381677557968704	5
Myeloid dendritic cell	0.33987265768115926	5
Kupffer cell	0.2933453601169783	5
Gonadal endothelial cell	0.29051817843451366	5
CD4+ T cell	0.28500835685053766	5
Alveolar macrophage	0.2609465271764736	5
Oligodendrocyte	0.25684869686577955	5
Smooth muscle cell	0.24819163900918773	5
