Cell Type	Z-score	Cluster
Oogenesis phase fetal germ cell	-0.4994646817493841	11
Mitotic arrest phase fetal germ cell	-0.4994646817493841	11
Activated langerhans cell	-0.5045067081592725	11
CD1C+_B dendritic cell	-0.5045067081592725	11
CD141+CLEC9A+ dendritic cell	-0.5045067081592725	11
Regulatory T (Treg) cell	-0.5045067081592725	11
Endothelial cell	-0.5047602798179557	11
B cell	-0.5047602798179557	11
Natural killer cell	13.840628063370726	12
T cell	4.552687578620005	12
CD8+ T cell	4.061871177738233	12
Natural killer T (NKT) cell	3.1797844699831184	12
Cytotoxic T cell	3.1007856436851515	12
Microglial cell	1.9583946766112699	12
Natural killer T(NKT) cell	1.894277553547579	12
Cytotoxic CD4+ T cell	1.3710540375139149	12
Regulatory T(Treg) cell	0.9423213226807343	12
Gamma delta(γδ) T cell	0.9001344881337197	12
Monocyte	0.8510406192810377	12
Plasmacytoid dendritic cell(pDC)	0.7715539157307206	12
Stem cell	0.768170390091448	12
Activated CD8+ T cell	0.6222459808348493	12
Plasma cell	0.6075814495478545	12
Effector CD8+ T cell	0.5898389147065312	12
Macrophage	0.5515174082252715	12
Immune cell	0.532374706613458	12
Exhausted T(Tex) cell	0.44914300882166985	12
Effector memory CD8+ T cell	0.42238244439814804	12
B cell	0.36034879536402376	12
Myeloid cell	0.3424512867878095	12
Naive CD8+ T cell	0.3199037329886062	12
Effector CD8+ memory T (Tem) cell	0.3178576980299827	12
CD16+ monocyte	0.2802788745297873	12
Cytotoxic CD8+ T cell	0.24835658619433243	12
CD4+ T cell	0.21160721441089342	12
Plasmacytoid dendritic cell	0.20552550642580567	12
Progenitor cell	0.19151893739399597	12
Lymphocyte	0.18933932526923203	12
Effector CD4+ T cell	0.13494212017873997	12
T helper 17(Th17) cell	0.11974254477085136	12
Plasmablast	0.10382801697505878	12
CD8 T cell	0.0775183264246198	12
Transitional B cell	0.07243671878782611	12
Astrocyte	0.06207238860760555	12
Exhausted CD8+ T cell	0.05276332604617036	12
Effector memory CD4+ T cell	0.04387176145336394	12
Memory CD8+ T cell	0.03571744433803069	12
Activated T cell	0.031562695974361905	12
Beta cell(β cell)	0.021661830604255486	12
Neuron	0.012048381405755742	12
T helper 1(Th1) cell	0.011774499492884019	12
Trophectoderm cell	-0.00046697965247295096	12
Brush cell (Tuft cell)	-0.010918023272223945	12
Exhausted CD4+ T cell	-0.016868490550274597	12
T follicular helper(Tfh) cell	-0.022330725062877945	12
Epithelial cell	-0.022682571655879287	12
Mucosa-associated invariant T (MAIT) cell	-0.02594424038403107	12
Sertoli cell	-0.026845873921438845	12
Leukocyte	-0.03288102178417933	12
Radial glial cell	-0.04243256271945966	12
Outer radial glia	-0.04243256271945966	12
Definitive endoderm cell	-0.05074790540738302	12
Intermediate progenitor cell	-0.05074790540738302	12
Regulatory T (Treg) cell	-0.0513014505749755	12
Antibody-secreting cell	-0.05558136683274611	12
Non-classical monocyte	-0.05573229198844683	12
CD14+ monocyte	-0.06817919065382637	12
CD16 monocyte	-0.06817919065382637	12
SLC16A7+ cell	-0.07167164820254107	12
CD8+ recently activated effector memory or effector T cell (CTL)	-0.07608299472838292	12
Hematopoietic stem cell	-0.07906368960966834	12
Multilymphoid progenitor cell	-0.08161431061094389	12
Paneth cell	-0.08363472915065759	12
Oogenesis phase fetal germ cell	-0.08729849594349634	12
CD4+ recently activated effector memory or effector T cell (CTL)	-0.09102511645970572	12
Effector CD8 T cell	-0.09294804895151097	12
Mitotic arrest phase fetal germ cell	-0.09323927862944688	12
Finally highly effector (TEMRA) memory T cell	-0.10615332868740174	12
Mitotic fetal germ cell	-0.10673853814092578	12
Conventional dendritic cell 1(cDC1)	-0.11383401846363359	12
Meiotic prophase fetal germ cell	-0.11640498522191527	12
Gonadal endothelial cell	-0.11990121426680639	12
Ciliated epithelial cell	-0.12165460557035435	12
CD1C-CD141- dendritic cell	-0.12283283543767846	12
Tissue resident memory T(TRM) cell	-0.13159928432836832	12
Regulatory CD4+ T cell	-0.13946915022482403	12
Cytotoxic lymphocyte	-0.14375716621994944	12
Leydig cell	-0.14780299420191503	12
Primordial germ cell	-0.14838637496375948	12
Activated CD4+ T cell	-0.14838637496375948	12
Memory B cell	-0.14838637496375948	12
Naive B cell	-0.14838637496375948	12
Immature B cell	-0.14838637496375948	12
Granulocyte-monocyte progenitor	-0.15625422793245008	12
AXL+SIGLEC6+ dendritic cell	-0.157365169939547	12
Terminal effector CD8+ T cell	-0.16031290233514156	12
Effector regulatory T(eTreg) cell	-0.16423860052147946	12
CD4+ cytotoxic T1 cell	-0.16532695416592494	12
CD141+CLEC9A+ dendritic cell	-0.16764314146055959	12
Gonadal mitotic phase fetal germ cell	-0.16767414835351654	12
Effector T(Teff) cell	-0.1706660846960803	12
Hematopoietic cell	-0.17343958524624697	12
Endothelial cell	-0.17416223586873322	12
Ionocyte cell	-0.17514686369191754	12
Leydig precursor cell	-0.17715164448677412	12
CD4+ cytotoxic T2 cell	-0.17897527821488043	12
Cytotoxic CD4+ T2 cell	-0.1797759272535623	12
Cytotoxic T cell 2	-0.18370162543990018	12
Cytotoxic CD8 T cell	-0.18830428115136078	12
Ciliated cell	-0.1884967784091482	12
CD8+ mucosal-associated invariant T cell(CD8+ MAIT)	-0.1899706150404807	12
Neuroendocrine cell	-0.1908980034371671	12
Acinar cell	-0.19400774590108547	12
Effector memory T cell	-0.19410211789232476	12
Morula cell (Blastomere)	-0.1972636399810575	12
Exausted T(Tex) cell	-0.19885468682372942	12
Megakaryocyte	-0.19928851139693643	12
Mast cell	-0.20058613939399267	12
CD34+ pre-T cell	-0.2012793089196755	12
M1 macrophage	-0.201826261866368	12
Neural progenitor cell	-0.2019797692857119	12
Secretory cell	-0.20223319969594747	12
Neutrophil	-0.20270082998196615	12
Mesenchymal cell	-0.20480159476503534	12
Liver bud hepatic cell	-0.20538325207849678	12
Responding conventional T cell	-0.20610008518671868	12
Retinoid acid signaling-responsive fetal germ cell	-0.2068221819585269	12
Innate lymphoid cell	-0.20772172749041531	12
Oligodendrocyte progenitor cell	-0.2077421662461496	12
Goblet cell	-0.20787902566368535	12
Memory T cell	-0.20802949856431457	12
Lake et al.Science.Ex1	-0.20869341686204684	12
T cell & Natural killer cell	-0.2087865199938757	12
Granulosa cell	-0.2094971845381178	12
γ δ T cell	-0.21013606004019406	12
Innate Lymphoid cell	-0.21021283123988738	12
Homeostatic microglial cell	-0.21056181130280385	12
Effector natural killer cell	-0.21140485906838793	12
FGFR1HighNME5- epithelial cell	-0.2121359257226052	12
Naive T(Th0) cell	-0.2151166938536403	12
Activated effector cell	-0.21548271627670482	12
Activated memory B cell	-0.21548874075622249	12
Lake et al.Science.In5	-0.2159804810367553	12
Eosinophil	-0.21636307650439332	12
Enterocyte progenitor cell	-0.21722613826804887	12
Short-lived effector cell (SLEC)	-0.21826680370340282	12
Fibrocartilage chondrocyte	-0.21841575455574025	12
Secretory progenitor cell	-0.21845347053762437	12
Mesenchymal stem cell	-0.21906418543951361	12
Lymphoid-primed multipotent progenitor cell(LMPP)	-0.21920480895951433	12
CD56+ natural killer cell	-0.2193160225920845	12
T helper(Th) cell	-0.22023228650229576	12
MKI67+ progenitor cell	-0.22037110313651315	12
Fibroblast	-0.22039566329086407	12
CD4 T cell	-0.22073386200486833	12
Naive T cell	-0.22073386200486833	12
Migration phase fetal germ cell	-0.2207409233927982	12
CD4+ cytotoxic T lymphocyte	-0.22095727745621835	12
Oocyte	-0.22114992671062042	12
Dendritic cell	-0.22195596059375128	12
Activated memory T cell	-0.22195596059375128	12
NK and T cell	-0.2226708510603094	12
Lake et al.Science.Ex6	-0.22267951445091466	12
Central memory T cell	-0.22302075309721167	12
Epiblast cell	-0.22325885350368105	12
Senescent CD8+ T Cell	-0.22371199996982657	12
CD3/CD28-stimulated NK cell	-0.22444706434322334	12
CD4 peripherally derived regulatory T cell	-0.22465237970455912	12
Oligodendrocyte	-0.22471335325062813	12
Airway smooth muscle cell	-0.22472991296947106	12
Alpha cell (α cell)	-0.22478223395209096	12
Interstitial cell	-0.225002018558282	12
Myofibroblast	-0.2250513304243612	12
Interneuron	-0.225140930554759	12
Pericyte	-0.22584120061270538	12
DCLK1+ progenitor cell	-0.22584120061270538	12
Distal stem cell	-0.22642474976348267	12
LGR5+ stem cell	-0.22642474976348267	12
Cytotoxic T helper 1 cell	-0.22662790260859977	12
Myeloid-derived suppressor cell	-0.22687003904572414	12
Basal cell	-0.22734408983531676	12
Mesenchymal stromal cell	-0.22747305917105107	12
Interstitial macrophage	-0.228034804927995	12
Mait-like cell	-0.22824954491229643	12
Helper innate lymphoid cell	-0.22824954491229643	12
Proliferative CD8+ T cell	-0.2286450255285649	12
Naive cytotoxic T cell	-0.2286450255285649	12
GZMK CD8 cell	-0.2286450255285649	12
Regulatory CD8+ T cell	-0.2286450255285649	12
Polymorphonuclear neutrophil(PMN)	-0.22868460836202	12
Thymus seeding progenitor (TSP)	-0.22888668890225303	12
Smooth muscle cell	-0.22888668890225303	12
T helper 2(Th2) cell	-0.22892902807979662	12
Globose basal cell	-0.22911247050364242	12
Intestinal stem cell	-0.22935881329091598	12
Neuronal intermediate progenitor cell	-0.22945186645125515	12
Mesoderm cell	-0.22945186645125515	12
Mesendodermal cell	-0.22945186645125515	12
lrNK cell	-0.22945186645125515	12
Germinal center B cell	-0.22978038735341233	12
M1 microglial cell	-0.23003687935025288	12
AXL+ SIGLEC6+ dendritic cell	-0.23003687935025288	12
CD56dim Natural killer cell	-0.23003687935025288	12
Profibrotic macrophage	-0.23003687935025288	12
Transitional dendritic cell	-0.23003687935025288	12
M2 macrophage	-0.23003687935025288	12
Revertant memory CD8+ T(TEMRA) cell	-0.23003687935025288	12
Tumor‐associated macrophage (TAM)	-0.23003687935025288	12
Marginal-associated macrophage	-0.23003687935025288	12
Dendritic cell progenitor	-0.23003687935025288	12
Excitatory neuron	-0.23020880126356735	12
Enteroendocrine cell	-0.23054962264792497	12
1-cell stage cell (Blastomere)	-0.23061458308601737	12
Classical monocyte	-0.23063663675372856	12
Mono-macrophage	-0.23063663675372856	12
Highly differentiated effector CD8 + T cell	-0.23071370236878233	12
Peritubular myoid cell	-0.23098713719922048	12
Myoid cell	-0.23098713719922048	12
Regulatory T cell 1	-0.23104799581086308	12
CD25+LAG3+ T cell	-0.23104799581086308	12
CD25 LAG3+ T cell	-0.23104799581086308	12
Megakaryocyte progenitor cell	-0.23111031692143888	12
CD1C+_B dendritic cell	-0.23119506190517902	12
Myeloid dendritic cell	-0.23162613388215936	12
Lake et al.Science.Ex3	-0.23184545833421566	12
Cytotoxic natural killer cell	-0.23215993266703497	12
Natural killer T(NKT)-like cell	-0.23215993266703497	12
Lake et al.Science.Ex8	-0.2324595771274147	12
Enterocyte	-0.23277466735884506	12
Germ cell	-0.2328993345657415	12
Myeloid conventional dendritic cell	-0.23317781360164022	12
Monocyte-derived dendritic cell	-0.23317781360164022	12
Conventional T(Tconv) cell	-0.2333886549768835	12
Cone photoreceptor cell	-0.2334863767236519	12
Endocrine cell	-0.23378083372696712	12
Homeostatic chondrocyte	-0.23381739620029632	12
Capillary cell	-0.23395642396405789	12
Artery cell	-0.23395642396405789	12
Tissue resident memory CD4+ T cell	-0.23399186457744234	12
Basal epithelial cell	-0.23407490428409494	12
Natural regulatory T cell	-0.23407490428409494	12
Spermatogonium	-0.23407490428409494	12
Pan-endothelial cell	-0.23407490428409494	12
Sinusoidal cell	-0.23407490428409494	12
FGFR1LowNME5- epithelial cell	-0.23473415357896882	12
Early erythrocyte	-0.23474334458521992	12
Lake et al.Science.In7	-0.2348768063578822	12
Aerocyte	-0.2348768063578822	12
Mesothelial cell	-0.2348768063578822	12
OxPhos monocyte	-0.23510655069840827	12
Proliferative chondrocyte	-0.23521772935093563	12
Intestinal cell	-0.23529564323202778	12
Lung epithelial cell	-0.23540758353334468	12
Lake et al.Science.In3	-0.23561119111901843	12
Lymph node cell	-0.2360881619093284	12
Mature progenitor cell	-0.2360881619093284	12
Live CD19+ cell	-0.2360881619093284	12
Memory CD27+ B cell	-0.2360881619093284	12
Memory CD4+ T cell	-0.2360881619093284	12
Antibody Secreting B cell	-0.2360881619093284	12
Unswitched plasmablast	-0.2360881619093284	12
hMSC-treated B cell	-0.2360881619093284	12
Activated peripheral helper T cell	-0.2360881619093284	12
Chronically activated CD4+ T cell	-0.2360881619093284	12
Chronically activated CD8+ T cell	-0.2360881619093284	12
Class switched plasmablast	-0.2360881619093284	12
Classical B cell	-0.2360881619093284	12
Classical plasma cell	-0.2360881619093284	12
Dividing plasma B cell	-0.2360881619093284	12
Pre-B cell	-0.2360881619093284	12
Switched memory B cell(Sw MB)	-0.2360881619093284	12
Terminal differentiated B cell	-0.2360881619093284	12
Resting naive B cell	-0.2360881619093284	12
Regulatory B(Breg) cell	-0.2360881619093284	12
Recent bone marrow B-cell emigrant(RBE)	-0.2360881619093284	12
TolDC-induced regulatory T cell	-0.2360881619093284	12
Activated cell	-0.2360881619093284	12
IgM memory B cell	-0.2360881619093284	12
Immature transitional B cell	-0.2360881619093284	12
Plasmablast B cell	-0.2360881619093284	12
Plasmablast like cell	-0.2360881619093284	12
Tonsil cell	-0.2360881619093284	12
Pro-neutrophil	-0.23617600345971632	12
Natural killer cell	15.370579554754025	13
T cell	3.7063900461960397	13
CD8+ T cell	3.145877699792779	13
Natural killer T (NKT) cell	2.729164147892071	13
Cytotoxic T cell	2.6167160046284486	13
Natural killer T(NKT) cell	1.9863636567454215	13
Microglial cell	1.6121173359569663	13
Monocyte	1.112703490908836	13
Cytotoxic CD4+ T cell	1.0842225241334877	13
Gamma delta(γδ) T cell	1.0027154867090924	13
Plasmacytoid dendritic cell(pDC)	0.6426898381646472	13
Plasma cell	0.5797794327129202	13
Pericyte	0.5091877299179454	13
Astrocyte	0.48275401279247565	13
Macrophage	0.47256037528485045	13
Activated CD8+ T cell	0.46627816342260014	13
Fibroblast	0.46516162117445914	13
Effector CD8+ T cell	0.46348387347439607	13
Mesenchymal cell	0.45404448156110244	13
Immune cell	0.4515092457436853	13
B cell	0.4196033399937945	13
Myeloid cell	0.33519585143324043	13
Exhausted T(Tex) cell	0.3215547644058947	13
Neuron	0.2697457009081538	13
Progenitor cell	0.2549434435103077	13
Effector memory CD8+ T cell	0.2408076826024223	13
CD16+ monocyte	0.22527606661679075	13
Effector CD8+ memory T (Tem) cell	0.22120474500463772	13
Plasmablast	0.21425792419679326	13
Neutrophil	0.2132927370045931	13
Cytotoxic CD8+ T cell	0.20646078306886836	13
Transitional B cell	0.18035571798366679	13
Naive CD8+ T cell	0.17276861438384303	13
Lymphocyte	0.1557719326167501	13
Plasmacytoid dendritic cell	0.148182181236333	13
Smooth muscle cell	0.1279627480993676	13
Basophil	0.11701920246757695	13
Stromal cell	0.11435251082173702	13
Effector CD4+ T cell	0.10817516482616248	13
CD4+ T cell	0.07966655824389696	13
Trophectoderm cell	0.04970456351158785	13
Regulatory T(Treg) cell	0.03814430196579203	13
Effector memory CD4+ T cell	0.03803822197693788	13
Mesenchymal stromal cell	0.022464973498153573	13
Exhausted CD8+ T cell	0.007725107657127197	13
Stem cell	0.0031965733437482897	13
Antibody-secreting cell	0.002850947461104462	13
CD8 T cell	0.0007057439794362794	13
Mural cell	-0.003137666799706575	13
Leukocyte	-0.004208748828280847	13
Memory CD8+ T cell	-0.009776793937614268	13
Hematopoietic stem cell	-0.010540865009974506	13
Outer radial glia	-0.015172751603511347	13
Radial glial cell	-0.015172751603511347	13
Activated T cell	-0.016926606710466228	13
Beta cell(β cell)	-0.02219128899960802	13
Mucosa-associated invariant T (MAIT) cell	-0.022848883758324393	13
T helper 17(Th17) cell	-0.026499036569818016	13
T helper 1(Th1) cell	-0.035350986931919334	13
Multilymphoid progenitor cell	-0.04357717781213557	13
Epithelial cell	-0.046711320582110756	13
Non-classical monocyte	-0.047288505096569684	13
Paneth cell	-0.04925153711508341	13
CD16 monocyte	-0.05614860598310892	13
CD14+ monocyte	-0.05614860598310892	13
Brush cell (Tuft cell)	-0.059027519736669094	13
Definitive endoderm cell	-0.06091698695518115	13
Intermediate progenitor cell	-0.06091698695518115	13
Sertoli cell	-0.07392524002024724	13
CD8+ recently activated effector memory or effector T cell (CTL)	-0.08572074432599674	13
CD4+ recently activated effector memory or effector T cell (CTL)	-0.0924708154325613	13
CD1C-CD141- dendritic cell	-0.09334110457724136	13
Gonadal endothelial cell	-0.093495102579762	13
Mesenchymal stem cell	-0.09371596851919481	13
Effector CD8 T cell	-0.09503717481096138	13
Naive B cell	-0.09716145899653747	13
Activated CD4+ T cell	-0.09716145899653747	13
Immature B cell	-0.09716145899653747	13
Memory B cell	-0.09716145899653747	13
Primordial germ cell	-0.09716145899653747	13
Finally highly effector (TEMRA) memory T cell	-0.09909788426849453	13
Oogenesis phase fetal germ cell	-0.10165273725260111	13
Mitotic fetal germ cell	-0.10914056344881397	13
SLC16A7+ cell	-0.11519500723447858	13
Tissue resident memory T(TRM) cell	-0.11811782137068401	13
Memory T cell	-0.12382773775352345	13
Mitotic arrest phase fetal germ cell	-0.1255270289600509	13
Granulocyte-monocyte progenitor	-0.128572456827009	13
Exhausted CD4+ T cell	-0.1346049482572613	13
AXL+SIGLEC6+ dendritic cell	-0.13694765403558773	13
Conventional dendritic cell 1(cDC1)	-0.13806861529007805	13
Memory CD4+ T cell	-0.13877744336420972	13
Leydig cell	-0.1393705237162472	13
CD141+CLEC9A+ dendritic cell	-0.14339211237867877	13
Hematopoietic cell	-0.14375706182964945	13
Cytotoxic lymphocyte	-0.14457418778662356	13
Terminal effector CD8+ T cell	-0.14505145480929532	13
Endothelial cell	-0.1477523166478009	13
Effector regulatory T(eTreg) cell	-0.14882944137742518	13
CD4+ cytotoxic T1 cell	-0.14920514023472797	13
Ionocyte cell	-0.1500081298404046	13
Meiotic prophase fetal germ cell	-0.15559810212277897	13
Ciliated cell	-0.15871650427924253	13
Gonadal mitotic phase fetal germ cell	-0.15944223501991486	13
Ciliated epithelial cell	-0.16104100777678806	13
CD4+ cytotoxic T2 cell	-0.16161095707257644	13
Cytotoxic CD4+ T2 cell	-0.16196141856581953	13
Effector T(Teff) cell	-0.16430086592758153	13
Fibrocartilage chondrocyte	-0.16505081939661523	13
Cytotoxic T cell 2	-0.16573940513394936	13
CD8+ mucosal-associated invariant T cell(CD8+ MAIT)	-0.17113988518788106	13
Leydig precursor cell	-0.17143673497361903	13
Cytotoxic CD8 T cell	-0.17177481460210428	13
Megakaryocyte	-0.17424147317029381	13
Innate Lymphoid cell	-0.17583785204876612	13
Neural progenitor cell	-0.17701725908892044	13
M1 macrophage	-0.177781856818036	13
Epiblast cell	-0.17780596401857024	13
CD34+ pre-T cell	-0.17923540961897114	13
Secretory cell	-0.17981507034345373	13
Innate lymphoid cell	-0.17996580874753956	13
Exausted T(Tex) cell	-0.1803664630928228	13
FGFR1HighNME5- epithelial cell	-0.18066871993542774	13
Oligodendrocyte	-0.18241307045948849	13
Effector memory T cell	-0.18444151129695147	13
Cytotoxic natural killer cell	-0.18563719269187262	13
T cell & Natural killer cell	-0.1860212095527229	13
Responding conventional T cell	-0.18680606128955293	13
Acinar cell	-0.1873346120306011	13
Neuroendocrine cell	-0.18748251246850073	13
Oligodendrocyte progenitor cell	-0.18750152373953854	13
Liver bud hepatic cell	-0.18780857306642668	13
Myofibroblast	-0.18800444975851863	13
Dendritic cell	-0.1888708094797411	13
Migration phase fetal germ cell	-0.1890431270636752	13
Goblet cell	-0.18929153375643124	13
Mast cell	-0.18943672002906423	13
Morula cell (Blastomere)	-0.1895068005090093	13
Effector natural killer cell	-0.1905640881356863	13
Secretory progenitor cell	-0.19130535692589531	13
Eosinophil	-0.19177811334036318	13
Homeostatic microglial cell	-0.19247286194065533	13
Granulosa cell	-0.19271431125810828	13
Central memory T cell	-0.19384468249729844	13
Lake et al.Science.In5	-0.19509395609886385	13
Myeloid-derived suppressor cell	-0.19569097820337086	13
CD56+ natural killer cell	-0.1956922185763068	13
T helper(Th) cell	-0.19600804476790717	13
Activated memory B cell	-0.19701956712435556	13
CD4+ cytotoxic T lymphocyte	-0.19715176139166077	13
Basal cell	-0.19761151339116217	13
Activated memory T cell	-0.1981778042072715	13
Lake et al.Science.In3	-0.19836848923836836	13
CD4 peripherally derived regulatory T cell	-0.19849453837077088	13
Short-lived effector cell (SLEC)	-0.19856874150997636	13
NK and T cell	-0.19857576063800542	13
Activated effector cell	-0.19857576063800542	13
Oocyte	-0.19874756735847923	13
Mid radical glial cell	-0.19883752601136637	13
CD3/CD28-stimulated NK cell	-0.19896060421716794	13
Retinoid acid signaling-responsive fetal germ cell	-0.1996515504450655	13
MKI67+ progenitor cell	-0.19970175836595266	13
M2 macrophage	-0.19975925429037436	13
Natural killer T(NKT)-like cell	-0.19996199114893282	13
Highly differentiated effector CD8 + T cell	-0.20010619971931592	13
Germinal center B cell	-0.20058214038798353	13
Regulatory T (Treg) cell	-0.2007139366604472	13
CD4 T cell	-0.20072794566521412	13
Naive T cell	-0.20072794566521412	13
Interstitial cell	-0.20093084621281654	13
Epicardial cell	-0.20098917476490222	13
Meningeal cell	-0.20098917476490222	13
Vascular cell	-0.20098917476490222	13
Mesangial cell	-0.20098917476490222	13
Vascular smooth muscle cell(VSMC)	-0.20098917476490222	13
Septum transversum mesenchyme cell	-0.20098917476490222	13
Hepatic stellate cell	-0.20098917476490222	13
Alpha cell (α cell)	-0.20109426638126238	13
DCLK1+ progenitor cell	-0.2012595409042927	13
CD56dim Natural killer cell	-0.20138096419613188	13
Innate lymphoid cell (ILCs)	-0.201450850849339	13
Activated natural killer cell	-0.2017882585845283	13
Thymus seeding progenitor (TSP)	-0.20180717589687303	13
Pro-neutrophil	-0.2023056456736855	13
Naive T(Th0) cell	-0.20242531625179047	13
Interstitial macrophage	-0.20266113484341206	13
Distal stem cell	-0.20272789988154816	13
LGR5+ stem cell	-0.20272789988154816	13
Nonmyelinating schwann cell	-0.20289378897716231	13
Muscle satellite cell	-0.20289378897716231	13
Young neuron	-0.20289378897716231	13
Excitatory neuron	-0.20289378897716231	13
Circulating fetal cell	-0.20289378897716231	13
Septum transversumal cell(STC)	-0.20289378897716231	13
Mait-like cell	-0.2029311733092471	13
Helper innate lymphoid cell	-0.2029311733092471	13
Intraepithelial lymphocyte cell	-0.20318618961195475	13
CD1C+_B dendritic cell	-0.20377451462799842	13
Enterocyte progenitor cell	-0.20386397453159644	13
Myeloid dendritic cell	-0.20388359978428286	13
Lake et al.Science.Ex1	-0.20402004789845768	13
Cytotoxic T helper 1 cell	-0.20404567025678505	13
Neutrophil lineage	-0.20443062109068214	13
Classical monocyte	-0.20459222442892713	13
Mono-macrophage	-0.20459222442892713	13
γ δ T cell	-0.20459222442892713	13
Mesoderm cell	-0.20491632194019602	13
Neuronal intermediate progenitor cell	-0.20491632194019602	13
Mesendodermal cell	-0.20491632194019602	13
lrNK cell	-0.20491632194019602	13
1-cell stage cell (Blastomere)	-0.20513895499521947	13
Interneuron	-0.2051752041408298	13
Proliferative CD8+ T cell	-0.20585607610583462	13
Regulatory CD8+ T cell	-0.20585607610583462	13
GZMK CD8 cell	-0.20585607610583462	13
Naive cytotoxic T cell	-0.20585607610583462	13
Papillary fibroblast	-0.20593484924222924	13
FOXN4+ cell	-0.20600413284608854	13
Intestinal stem cell	-0.20604988659308118	13
CD25 LAG3+ T cell	-0.20653216385964876	13
Regulatory T cell 1	-0.20653216385964876	13
CD25+LAG3+ T cell	-0.20653216385964876	13
Profibrotic macrophage	-0.2065573122879644	13
Dendritic cell progenitor	-0.2065573122879644	13
AXL+ SIGLEC6+ dendritic cell	-0.2065573122879644	13
Tumor‐associated macrophage (TAM)	-0.2065573122879644	13
Revertant memory CD8+ T(TEMRA) cell	-0.2065573122879644	13
M1 microglial cell	-0.2065573122879644	13
Transitional dendritic cell	-0.2065573122879644	13
Marginal-associated macrophage	-0.2065573122879644	13
Lake et al.Science.Ex6	-0.20664784739811642	13
Megakaryocyte progenitor cell	-0.2070004581225972	13
Lake et al.Science.Ex8	-0.2070290469755117	13
Live CD19+ cell	-0.20737978768562576	13
Lymph node cell	-0.20737978768562576	13
Antibody Secreting B cell	-0.20737978768562576	13
Recent bone marrow B-cell emigrant(RBE)	-0.20737978768562576	13
Regulatory B(Breg) cell	-0.20737978768562576	13
Classical B cell	-0.20737978768562576	13
Class switched plasmablast	-0.20737978768562576	13
IgM memory B cell	-0.20737978768562576	13
Classical plasma cell	-0.20737978768562576	13
Pre-B cell	-0.20737978768562576	13
Lymphoid-primed multipotent progenitor cell(LMPP)	-0.20737978768562576	13
Plasmablast B cell	-0.20737978768562576	13
Switched memory B cell(Sw MB)	-0.20737978768562576	13
Mature progenitor cell	-0.20737978768562576	13
Memory CD27+ B cell	-0.20737978768562576	13
TolDC-induced regulatory T cell	-0.20737978768562576	13
Tonsil cell	-0.20737978768562576	13
Immature transitional B cell	-0.20737978768562576	13
Activated peripheral helper T cell	-0.20737978768562576	13
Resting naive B cell	-0.20737978768562576	13
hMSC-treated B cell	-0.20737978768562576	13
Unswitched plasmablast	-0.20737978768562576	13
Dividing plasma B cell	-0.20737978768562576	13
Activated cell	-0.20737978768562576	13
Terminal differentiated B cell	-0.20737978768562576	13
Chronically activated CD4+ T cell	-0.20737978768562576	13
Chronically activated CD8+ T cell	-0.20737978768562576	13
Plasmablast like cell	-0.20737978768562576	13
Senescent CD8+ T Cell	-0.20742884239651557	13
Luminal epithelial cell	-0.20746845159954072	13
Endocrine cell	-0.20810288846929414	13
Tissue resident memory CD4+ T cell	-0.20824064255020952	13
Zona glomerulosa cell	-0.20861935517691357	13
Lung epithelial cell	-0.20869769427142087	13
